year,service_center,title,initial,renew
2011,California Service Center,OCCUPATIONS IN COMPUTER SYSTEM USER SUPPORT,127,67
2011,California Service Center,OCCUPATIONS IN DANCING,188,131
2011,California Service Center,OCCUPATIONS IN DATA COMMUNICATIONS AND NETWORKS,167,119
2011,California Service Center,OCCUPATIONS IN DRAMATICS,19,67
2011,California Service Center,OCCUPATIONS IN ECONOMICS,129,114
2011,California Service Center,OCCUPATIONS IN EDUCATION OF PERSONS WITH DISABILITIES,103,116
2011,California Service Center,"OCCUPATIONS IN EDUCATION, N.E.C.",123,96
2011,California Service Center,"OCCUPATIONS IN ENTERTAINMENT AND RECREATION, N.E.C.",79,103
2011,California Service Center,OCCUPATIONS IN GEOLOGY,175,130
2011,California Service Center,OCCUPATIONS IN HISTORY,239,75
2011,California Service Center,"OCCUPATIONS IN LAW AND JURISPRUDENCE, N.E.C.",124,94
2011,California Service Center,"OCCUPATIONS IN LIFE SCIENCES, N.E.C.",140,132
2011,California Service Center,OCCUPATIONS IN MATHEMATICS,163,133
2011,California Service Center,"OCCUPATIONS IN MATHEMATICS AND PHYSICAL SCIENCES, N.E.C.",148,118
2011,California Service Center,OCCUPATIONS IN MEDICAL AND DENTAL TECHNOLOGY,99,97
2011,California Service Center,"OCCUPATIONS IN MEDICINE AND HEALTH, N.E.C.",128,120
2011,California Service Center,OCCUPATIONS IN METEOROLOGY,257,174
2011,California Service Center,"OCCUPATIONS IN MUSEUM, LIBRARY, & ARCHIVAL SCIENCES, N.E.C.",143,128
2011,California Service Center,OCCUPATIONS IN MUSIC,142,130
2011,California Service Center,OCCUPATIONS IN PHOTOGRAPHY,98,50
2011,California Service Center,OCCUPATIONS IN PHYSICS,124,104
2011,California Service Center,OCCUPATIONS IN POLITICAL SCIENCE,113,56
2011,California Service Center,OCCUPATIONS IN PSYCHOLOGY,152,88
2011,California Service Center,"OCCUPATIONS IN RELIGION AND THEOLOGY, N.E.C.",94,243
2011,California Service Center,OCCUPATIONS IN SECONDARY SCHOOL EDUCATION,89,102
2011,California Service Center,OCCUPATIONS IN SOCIAL AND WELFARE WORK,125,139
2011,California Service Center,"OCCUPATIONS IN SOCIAL SCIENCES, N.E.C.",161,79
2011,California Service Center,OCCUPATIONS IN SOCIOLOGY,137,91
2011,California Service Center,OCCUPATIONS IN SYSTEM ANALYSIS AND PROGRAMMING,142,129
2011,California Service Center,OCCUPATIONS IN VOCATIONAL EDUCATION,116,97
2011,California Service Center,"OCCUPATIONS IN WRITING, N.E.C.",105,133
2011,California Service Center,OSTEOPATHS,608,62
2011,California Service Center,PERSONNEL ADMINISTRATION OCCUPATIONS,148,125
2011,California Service Center,PHARMACISTS,52,105
2011,California Service Center,PHYSICIANS AND SURGEONS,52,75
2011,California Service Center,PUBLIC ADMINISTRATION MANAGERS AND OFFICIALS,49,85
2011,California Service Center,PUBLIC RELATIONS MANAGEMENT OCCUPATIONS,132,111
2011,California Service Center,PURCHASING MANAGEMENT OCCUPATIONS,169,146
2011,California Service Center,RADIO OPERATORS,197,6
2011,California Service Center,REGISTERED NURSES,122,153
2011,California Service Center,SALES AND DISTRIBUTION MANAGEMENT OCCUPATIONS,118,106
2011,California Service Center,SERVICE INDUSTRY MANAGERS AND OFFICIALS,133,92
2011,California Service Center,"SHIP CAPTAINS, MATES PILOTS, AND ENGINEERS",,847
2011,California Service Center,"SOUND, FILM, AND VIDEOTAPE RECORDING, AND REPRODUCTION OCC.",92,88
2011,California Service Center,SURVEYING/CARTOGRAPHIC OCCUPATIONS,245,144
2011,California Service Center,THERAPISTS,135,135
2011,California Service Center,"TRANS, COMM, & UTILS INDUSTRY MANAGERS AND OFFICIALS",121,111
2011,California Service Center,VETERINARIANS,148,111
2011,California Service Center,WHOLESALE AND RETAIL TRADE MANAGERS AND OFFICIALS,120,137
2011,California Service Center,WRITERS,170,133
2011,National Benefits Center,"MISCELLANEOUS MANAGERS AND OFFICIALS, N.E.C.",,6
2011,National Benefits Center,OCCUPATIONS IN ATHLETICS AND SPORTS,177,
2011,National Benefits Center,OCCUPATIONS IN COMPUTER SYSTEM TECHNICAL SUPPORT,150,
2011,National Benefits Center,OCCUPATIONS IN SYSTEM ANALYSIS AND PROGRAMMING,173,68
2011,Nebraska Service Center,"FINANCE, INSURANCE, AND REAL ESTATE MANAGERS AND OFFICALS",60,
2011,Nebraska Service Center,MINING AND PETROLEUM ENGINEERING OCCUPATIONS,47,
2011,Texas Service Center,ELECTRICAL/ELECTRONICS ENGINEERING OCCUPATIONS,,158
2011,Vermont Service Center,"ACCOUNTANTS, AUDITORS, AND RELATED OCCUPATIONS",151,136
2011,Vermont Service Center,ADVERTISING MANAGEMENT OCCUPATIONS,159,139
2011,Vermont Service Center,AERONAUTICAL ENGINEERING OCCUPATIONS,154,156
2011,Vermont Service Center,"AGENTS AND APPRAISERS, N.E.C.",144,144
2011,Vermont Service Center,AGRICULTURAL ENGINEERING OCCUPATIONS,160,114
2011,Vermont Service Center,AIRPLANE PILOTS AND NAVIGATORS,,76
2011,Vermont Service Center,ARCHITECTURAL OCCUPATIONS,130,130
2011,Vermont Service Center,ARCHIVISTS,36,22
2011,Vermont Service Center,BUDGET AND MANAGEMENT SYSTEMS ANALYSIS OCCUPATIONS,153,137
2011,Vermont Service Center,CERAMIC ENGINEERING OCCUPATIONS,141,117
2011,Vermont Service Center,CHEMICAL ENGINEERING OCCUPATIONS,131,130
2011,Vermont Service Center,CIVIL ENGINEERING OCCUPATIONS,133,128
2011,Vermont Service Center,CLERGY,97,94
2011,Vermont Service Center,"COMMERCIAL ARTISTS: DESIGNERS & ILLUSTRATORS, GRAPHIC ARTS",145,128
2011,Vermont Service Center,"COMPUTER-RELATED OCCUPATIONS, N.E.C.",156,139
2011,Vermont Service Center,CONSTRUCTION INDUSTRY MANAGERS AND OFFICIALS,97,97
2011,Vermont Service Center,DENTISTS,123,156
2011,Vermont Service Center,DIETICIANS,96,161
2011,Vermont Service Center,"DRAFTERS, N.E.C.",72,60
2011,Vermont Service Center,"EDITORS: PUBLICATION, BROADCAST, AND SCRIPT",115,133
2011,Vermont Service Center,ELECTRICAL/ELECTRONICS ENGINEERING OCCUPATIONS,167,137
2011,Vermont Service Center,"ENVIRONMENTAL, PRODUCT, AND RELATED DESIGNERS",131,141
2011,Vermont Service Center,FASHION MODELS,44,31
2011,Vermont Service Center,"FINANCE, INSURANCE, AND REAL ESTATE MANAGERS AND OFFICALS",133,109
2011,Vermont Service Center,"FINE ARTISTS: PAINTERS, SCULPTORS, AND RELATED OCCUPATIONS",110,92
2011,Vermont Service Center,HOME ECONOMISTS AND FARM ADVISERS,44,101
2011,Vermont Service Center,INDUSTRIAL ENGINEERING OCCUPATIONS,138,131
2011,Vermont Service Center,"INSPECTORS AND INVESTIGATORS, MANAGERIAL & PUBLIC SERVICE",183,133
2011,Vermont Service Center,INTERPRETERS AND TRANSLATORS,155,155
2011,Vermont Service Center,INVALID CODE,145,102
2011,Vermont Service Center,JUDGES,239,114
2011,Vermont Service Center,LAWYERS,134,138
2011,Vermont Service Center,LIBRARIANS,193,129
2011,Vermont Service Center,MANUFACTURING INDUSTRY MANAGERS AND OFFICIALS,81,119
2011,Vermont Service Center,MARINE ENGINEERING OCCUPATIONS,81,108
2011,Vermont Service Center,MECHANICAL ENGINEERING OCCUPATIONS,124,119
2011,Vermont Service Center,METALLURGY AND METALLURGICAL ENGINEERING OCCUPATIONS,66,115
2011,Vermont Service Center,MINING AND PETROLEUM ENGINEERING OCCUPATIONS,105,154
2011,Vermont Service Center,MINING INDUSTRY MANAGERS AND OFFICIALS,74,72
2011,Vermont Service Center,"MISC. PROFESSIONAL, TECHNICAL, & MANAGERIAL OCC.,N.E.C.",152,140
2011,Vermont Service Center,"MISCELLANEOUS MANAGERS AND OFFICIALS, N.E.C.",125,114
2011,Vermont Service Center,MUSEUM CURATORS AND RELATED OCCUPATIONS,101,73
2011,Vermont Service Center,NO CODE PROVIDED OR ILLEGIBLE,101,146
2011,Vermont Service Center,NUCLEAR ENGINEERING OCCUPATIONS,50,135
2011,Vermont Service Center,"OCC. IN ARCHITECTURE, ENGINEERING, & SURVEYING, N.E.C.",121,124
2011,Vermont Service Center,"OCC. IN PRESCHOOL, PRIMARY SCHOOL, & KINDERGARTEN EDUCATION",122,140
2011,Vermont Service Center,"OCCUPATIONS IN ADMINISTRATIVE SPECIALIZATIONS, N.E.C.",143,128
2011,Vermont Service Center,OCCUPATIONS IN AGRICULTURAL SCIENCES,123,89
2011,Vermont Service Center,OCCUPATIONS IN ANTHROPOLOGY,18,10
2011,Vermont Service Center,"OCCUPATIONS IN ART, N.E.C.",141,141
2011,Vermont Service Center,OCCUPATIONS IN ASTRONOMY,303,11
2011,Vermont Service Center,OCCUPATIONS IN ATHLETICS AND SPORTS,169,130
2011,Vermont Service Center,OCCUPATIONS IN BIOLOGICAL SCIENCES,127,120
2011,Vermont Service Center,OCCUPATIONS IN CHEMISTRY,92,122
2011,Vermont Service Center,OCCUPATIONS IN COLLEGE AND UNIVERSITY EDUCATION,138,113
2011,Vermont Service Center,OCCUPATIONS IN COMPUTER SYSTEM TECHNICAL SUPPORT,161,129
2011,Vermont Service Center,OCCUPATIONS IN COMPUTER SYSTEM USER SUPPORT,139,122
2011,Vermont Service Center,OCCUPATIONS IN DANCING,118,179
2011,Vermont Service Center,OCCUPATIONS IN DATA COMMUNICATIONS AND NETWORKS,198,161
2011,Vermont Service Center,OCCUPATIONS IN DRAMATICS,35,199
2011,Vermont Service Center,OCCUPATIONS IN ECONOMICS,150,140
2011,Vermont Service Center,OCCUPATIONS IN EDUCATION OF PERSONS WITH DISABILITIES,100,211
2011,Vermont Service Center,"OCCUPATIONS IN EDUCATION, N.E.C.",149,175
2011,Vermont Service Center,"OCCUPATIONS IN ENTERTAINMENT AND RECREATION, N.E.C.",101,78
2011,Vermont Service Center,OCCUPATIONS IN GEOLOGY,90,133
2011,Vermont Service Center,OCCUPATIONS IN HISTORY,71,83
2011,Vermont Service Center,"OCCUPATIONS IN LAW AND JURISPRUDENCE, N.E.C.",129,126
2011,Vermont Service Center,"OCCUPATIONS IN LIFE SCIENCES, N.E.C.",124,99
2011,Vermont Service Center,OCCUPATIONS IN MATHEMATICS,154,143
2011,Vermont Service Center,"OCCUPATIONS IN MATHEMATICS AND PHYSICAL SCIENCES, N.E.C.",132,95
2011,Vermont Service Center,OCCUPATIONS IN MEDICAL AND DENTAL TECHNOLOGY,92,114
2011,Vermont Service Center,"OCCUPATIONS IN MEDICINE AND HEALTH, N.E.C.",134,144
2011,Vermont Service Center,OCCUPATIONS IN METEOROLOGY,70,111
2011,Vermont Service Center,"OCCUPATIONS IN MUSEUM, LIBRARY, & ARCHIVAL SCIENCES, N.E.C.",123,64
2011,Vermont Service Center,OCCUPATIONS IN MUSIC,128,125
2011,Vermont Service Center,OCCUPATIONS IN PHOTOGRAPHY,93,103
2011,Vermont Service Center,OCCUPATIONS IN PHYSICS,76,85
2011,Vermont Service Center,OCCUPATIONS IN POLITICAL SCIENCE,165,84
2011,Vermont Service Center,OCCUPATIONS IN PSYCHOLOGY,140,108
2011,Vermont Service Center,"OCCUPATIONS IN RELIGION AND THEOLOGY, N.E.C.",90,117
2011,Vermont Service Center,OCCUPATIONS IN SECONDARY SCHOOL EDUCATION,97,125
2011,Vermont Service Center,OCCUPATIONS IN SOCIAL AND WELFARE WORK,113,104
2011,Vermont Service Center,"OCCUPATIONS IN SOCIAL SCIENCES, N.E.C.",160,102
2011,Vermont Service Center,OCCUPATIONS IN SOCIOLOGY,85,67
2011,Vermont Service Center,OCCUPATIONS IN SYSTEM ANALYSIS AND PROGRAMMING,164,139
2011,Vermont Service Center,OCCUPATIONS IN VOCATIONAL EDUCATION,86,95
2011,Vermont Service Center,"OCCUPATIONS IN WRITING, N.E.C.",123,119
2011,Vermont Service Center,OSTEOPATHS,212,75
2011,Vermont Service Center,PERSONNEL ADMINISTRATION OCCUPATIONS,131,106
2011,Vermont Service Center,PHARMACISTS,123,126
2011,Vermont Service Center,PHYSICIANS AND SURGEONS,59,78
2011,Vermont Service Center,PUBLIC ADMINISTRATION MANAGERS AND OFFICIALS,187,68
2011,Vermont Service Center,PUBLIC RELATIONS MANAGEMENT OCCUPATIONS,117,129
2011,Vermont Service Center,PURCHASING MANAGEMENT OCCUPATIONS,155,121
2011,Vermont Service Center,RADIO OPERATORS,44,
2011,Vermont Service Center,REGISTERED NURSES,174,232
2011,Vermont Service Center,SALES AND DISTRIBUTION MANAGEMENT OCCUPATIONS,124,118
2011,Vermont Service Center,SERVICE INDUSTRY MANAGERS AND OFFICIALS,152,139
2011,Vermont Service Center,"SHIP CAPTAINS, MATES PILOTS, AND ENGINEERS",276,85
2011,Vermont Service Center,"SOUND, FILM, AND VIDEOTAPE RECORDING, AND REPRODUCTION OCC.",76,91
2011,Vermont Service Center,SURVEYING/CARTOGRAPHIC OCCUPATIONS,43,125
2011,Vermont Service Center,THERAPISTS,131,163
2011,Vermont Service Center,"TRANS, COMM, & UTILS INDUSTRY MANAGERS AND OFFICIALS",151,107
2011,Vermont Service Center,VETERINARIANS,190,137
2011,Vermont Service Center,WHOLESALE AND RETAIL TRADE MANAGERS AND OFFICIALS,115,132
2011,Vermont Service Center,WRITERS,204,107
2012,California Service Center,"ACCOUNTANTS, AUDITORS, AND RELATED OCCUPATIONS",124,117
2012,California Service Center,ADVERTISING MANAGEMENT OCCUPATIONS,149,102
2012,California Service Center,AERONAUTICAL ENGINEERING OCCUPATIONS,88,136
2012,California Service Center,"AGENTS AND APPRAISERS, N.E.C.",107,134
2012,California Service Center,AGRICULTURAL ENGINEERING OCCUPATIONS,116,106
2012,California Service Center,AIRPLANE PILOTS AND NAVIGATORS,,250
2012,California Service Center,ARCHITECTURAL OCCUPATIONS,124,108
2012,California Service Center,ARCHIVISTS,272,60
2012,California Service Center,BUDGET AND MANAGEMENT SYSTEMS ANALYSIS OCCUPATIONS,118,105
2012,California Service Center,CERAMIC ENGINEERING OCCUPATIONS,88,96
2012,California Service Center,CHEMICAL ENGINEERING OCCUPATIONS,91,111
2012,California Service Center,CIVIL ENGINEERING OCCUPATIONS,130,108
2012,California Service Center,CLERGY,114,95
2012,California Service Center,"COMMERCIAL ARTISTS: DESIGNERS & ILLUSTRATORS, GRAPHIC ARTS",123,108
2012,California Service Center,"COMPUTER-RELATED OCCUPATIONS, N.E.C.",104,93
2012,California Service Center,CONSTRUCTION INDUSTRY MANAGERS AND OFFICIALS,164,75
2012,California Service Center,DENTISTS,121,117
2012,California Service Center,DIETICIANS,119,128
2012,California Service Center,"DRAFTERS, N.E.C.",110,110
2012,California Service Center,"EDITORS: PUBLICATION, BROADCAST, AND SCRIPT",139,107
2012,California Service Center,ELECTRICAL/ELECTRONICS ENGINEERING OCCUPATIONS,108,100
2012,California Service Center,"ENVIRONMENTAL, PRODUCT, AND RELATED DESIGNERS",144,103
2012,California Service Center,FASHION MODELS,131,
2012,California Service Center,"FINANCE, INSURANCE, AND REAL ESTATE MANAGERS AND OFFICALS",119,89
2012,California Service Center,"FINE ARTISTS: PAINTERS, SCULPTORS, AND RELATED OCCUPATIONS",76,111
2012,California Service Center,HOME ECONOMISTS AND FARM ADVISERS,9,47
2012,California Service Center,INDUSTRIAL ENGINEERING OCCUPATIONS,103,88
2012,California Service Center,"INSPECTORS AND INVESTIGATORS, MANAGERIAL & PUBLIC SERVICE",234,106
2012,California Service Center,INTERPRETERS AND TRANSLATORS,167,111
2012,California Service Center,INVALID CODE,114,124
2012,California Service Center,JUDGES,9,14
2012,California Service Center,LAWYERS,114,66
2012,California Service Center,LIBRARIANS,112,100
2012,California Service Center,MANUFACTURING INDUSTRY MANAGERS AND OFFICIALS,113,94
2012,California Service Center,MARINE ENGINEERING OCCUPATIONS,81,99
2012,California Service Center,MECHANICAL ENGINEERING OCCUPATIONS,120,95
2012,California Service Center,METALLURGY AND METALLURGICAL ENGINEERING OCCUPATIONS,132,62
2012,California Service Center,MINING AND PETROLEUM ENGINEERING OCCUPATIONS,123,81
2012,California Service Center,MINING INDUSTRY MANAGERS AND OFFICIALS,111,159
2012,California Service Center,"MISC. PROFESSIONAL, TECHNICAL, & MANAGERIAL OCC.,N.E.C.",112,91
2012,California Service Center,"MISCELLANEOUS MANAGERS AND OFFICIALS, N.E.C.",101,92
2012,California Service Center,MUSEUM CURATORS AND RELATED OCCUPATIONS,57,75
2012,California Service Center,NO CODE PROVIDED OR ILLEGIBLE,117,102
2012,California Service Center,NUCLEAR ENGINEERING OCCUPATIONS,56,74
2012,California Service Center,"OCC. IN ARCHITECTURE, ENGINEERING, & SURVEYING, N.E.C.",118,108
2012,California Service Center,"OCC. IN PRESCHOOL, PRIMARY SCHOOL, & KINDERGARTEN EDUCATION",90,107
2012,California Service Center,"OCCUPATIONS IN ADMINISTRATIVE SPECIALIZATIONS, N.E.C.",126,104
2012,California Service Center,OCCUPATIONS IN AGRICULTURAL SCIENCES,104,111
2012,California Service Center,OCCUPATIONS IN ANTHROPOLOGY,112,33
2012,California Service Center,"OCCUPATIONS IN ART, N.E.C.",111,121
2012,California Service Center,OCCUPATIONS IN ASTRONOMY,80,74
2012,California Service Center,OCCUPATIONS IN ATHLETICS AND SPORTS,122,124
2012,California Service Center,OCCUPATIONS IN BIOLOGICAL SCIENCES,104,123
2012,California Service Center,OCCUPATIONS IN CHEMISTRY,95,108
2012,California Service Center,OCCUPATIONS IN COLLEGE AND UNIVERSITY EDUCATION,87,122
2012,California Service Center,OCCUPATIONS IN COMPUTER SYSTEM TECHNICAL SUPPORT,139,100
2012,California Service Center,OCCUPATIONS IN COMPUTER SYSTEM USER SUPPORT,78,77
2012,California Service Center,OCCUPATIONS IN DANCING,239,111
2012,California Service Center,OCCUPATIONS IN DATA COMMUNICATIONS AND NETWORKS,135,106
2012,California Service Center,OCCUPATIONS IN DRAMATICS,,196
2012,California Service Center,OCCUPATIONS IN ECONOMICS,116,109
2012,California Service Center,OCCUPATIONS IN EDUCATION OF PERSONS WITH DISABILITIES,125,123
2012,California Service Center,"OCCUPATIONS IN EDUCATION, N.E.C.",108,112
2012,California Service Center,"OCCUPATIONS IN ENTERTAINMENT AND RECREATION, N.E.C.",114,82
2012,California Service Center,OCCUPATIONS IN GEOLOGY,97,73
2012,California Service Center,OCCUPATIONS IN HISTORY,59,102
2012,California Service Center,"OCCUPATIONS IN LAW AND JURISPRUDENCE, N.E.C.",151,133
2012,California Service Center,"OCCUPATIONS IN LIFE SCIENCES, N.E.C.",92,108
2012,California Service Center,OCCUPATIONS IN MATHEMATICS,104,103
2012,California Service Center,"OCCUPATIONS IN MATHEMATICS AND PHYSICAL SCIENCES, N.E.C.",83,105
2012,California Service Center,OCCUPATIONS IN MEDICAL AND DENTAL TECHNOLOGY,77,107
2012,California Service Center,"OCCUPATIONS IN MEDICINE AND HEALTH, N.E.C.",89,116
2012,California Service Center,OCCUPATIONS IN METEOROLOGY,147,131
2012,California Service Center,"OCCUPATIONS IN MUSEUM, LIBRARY, & ARCHIVAL SCIENCES, N.E.C.",91,172
2012,California Service Center,OCCUPATIONS IN MUSIC,186,132
2012,California Service Center,OCCUPATIONS IN PHOTOGRAPHY,94,84
2012,California Service Center,OCCUPATIONS IN PHYSICS,80,92
2012,California Service Center,OCCUPATIONS IN POLITICAL SCIENCE,55,106
2012,California Service Center,OCCUPATIONS IN PSYCHOLOGY,93,107
2012,California Service Center,"OCCUPATIONS IN RELIGION AND THEOLOGY, N.E.C.",136,107
2012,California Service Center,OCCUPATIONS IN SECONDARY SCHOOL EDUCATION,110,107
2012,California Service Center,OCCUPATIONS IN SOCIAL AND WELFARE WORK,115,105
2012,California Service Center,"OCCUPATIONS IN SOCIAL SCIENCES, N.E.C.",97,109
2012,California Service Center,OCCUPATIONS IN SOCIOLOGY,73,98
2012,California Service Center,OCCUPATIONS IN SYSTEM ANALYSIS AND PROGRAMMING,144,105
2012,California Service Center,OCCUPATIONS IN VOCATIONAL EDUCATION,126,147
2012,California Service Center,"OCCUPATIONS IN WRITING, N.E.C.",118,114
2012,California Service Center,OSTEOPATHS,86,69
2012,California Service Center,PERSONNEL ADMINISTRATION OCCUPATIONS,147,130
2012,California Service Center,PHARMACISTS,110,98
2012,California Service Center,PHYSICIANS AND SURGEONS,47,91
2012,California Service Center,PUBLIC ADMINISTRATION MANAGERS AND OFFICIALS,156,159
2012,California Service Center,PUBLIC RELATIONS MANAGEMENT OCCUPATIONS,140,112
2012,California Service Center,PURCHASING MANAGEMENT OCCUPATIONS,135,110
2012,California Service Center,RADIO OPERATORS,129,84
2012,California Service Center,RAILROAD CONDUCTORS,,87
2012,California Service Center,REGISTERED NURSES,115,124
2012,California Service Center,SALES AND DISTRIBUTION MANAGEMENT OCCUPATIONS,117,83
2012,California Service Center,SERVICE INDUSTRY MANAGERS AND OFFICIALS,142,109
2012,California Service Center,"SOUND, FILM, AND VIDEOTAPE RECORDING, AND REPRODUCTION OCC.",160,115
2012,California Service Center,SURVEYING/CARTOGRAPHIC OCCUPATIONS,157,167
2012,California Service Center,THERAPISTS,108,128
2012,California Service Center,"TRANS, COMM, & UTILS INDUSTRY MANAGERS AND OFFICIALS",146,100
2012,California Service Center,VETERINARIANS,89,115
2012,California Service Center,WHOLESALE AND RETAIL TRADE MANAGERS AND OFFICIALS,129,92
2012,California Service Center,WRITERS,148,115
2012,Nebraska Service Center,OCCUPATIONS IN SYSTEM ANALYSIS AND PROGRAMMING,12,
2012,Vermont Service Center,"ACCOUNTANTS, AUDITORS, AND RELATED OCCUPATIONS",105,100
2012,Vermont Service Center,ADVERTISING MANAGEMENT OCCUPATIONS,135,111
2012,Vermont Service Center,AERONAUTICAL ENGINEERING OCCUPATIONS,73,119
2012,Vermont Service Center,"AGENTS AND APPRAISERS, N.E.C.",135,71
2012,Vermont Service Center,AGRICULTURAL ENGINEERING OCCUPATIONS,87,93
2012,Vermont Service Center,AIRPLANE PILOTS AND NAVIGATORS,214,84
2012,Vermont Service Center,ARCHITECTURAL OCCUPATIONS,98,105
2012,Vermont Service Center,ARCHIVISTS,141,101
2012,Vermont Service Center,BUDGET AND MANAGEMENT SYSTEMS ANALYSIS OCCUPATIONS,112,98
2012,Vermont Service Center,CERAMIC ENGINEERING OCCUPATIONS,46,142
2012,Vermont Service Center,CHEMICAL ENGINEERING OCCUPATIONS,84,84
2012,Vermont Service Center,CIVIL ENGINEERING OCCUPATIONS,114,101
2012,Vermont Service Center,CLERGY,87,90
2012,Vermont Service Center,"COMMERCIAL ARTISTS: DESIGNERS & ILLUSTRATORS, GRAPHIC ARTS",130,113
2012,Vermont Service Center,"COMPUTER-RELATED OCCUPATIONS, N.E.C.",99,91
2012,Vermont Service Center,CONSTRUCTION INDUSTRY MANAGERS AND OFFICIALS,103,99
2012,Vermont Service Center,DENTISTS,93,97
2012,Vermont Service Center,DIETICIANS,51,127
2012,Vermont Service Center,"DRAFTERS, N.E.C.",130,106
2012,Vermont Service Center,"EDITORS: PUBLICATION, BROADCAST, AND SCRIPT",105,105
2012,Vermont Service Center,ELECTRICAL/ELECTRONICS ENGINEERING OCCUPATIONS,111,102
2012,Vermont Service Center,"ENVIRONMENTAL, PRODUCT, AND RELATED DESIGNERS",113,100
2012,Vermont Service Center,FASHION MODELS,138,133
2012,Vermont Service Center,"FINANCE, INSURANCE, AND REAL ESTATE MANAGERS AND OFFICALS",90,97
2012,Vermont Service Center,"FINE ARTISTS: PAINTERS, SCULPTORS, AND RELATED OCCUPATIONS",113,108
2012,Vermont Service Center,HOME ECONOMISTS AND FARM ADVISERS,82,85
2012,Vermont Service Center,INDUSTRIAL ENGINEERING OCCUPATIONS,98,92
2012,Vermont Service Center,"INSPECTORS AND INVESTIGATORS, MANAGERIAL & PUBLIC SERVICE",105,128
2012,Vermont Service Center,INTERPRETERS AND TRANSLATORS,148,70
2012,Vermont Service Center,INVALID CODE,70,46
2012,Vermont Service Center,JUDGES,246,131
2012,Vermont Service Center,LAWYERS,91,95
2012,Vermont Service Center,LIBRARIANS,144,99
2012,Vermont Service Center,MANUFACTURING INDUSTRY MANAGERS AND OFFICIALS,82,78
2012,Vermont Service Center,MARINE ENGINEERING OCCUPATIONS,91,111
2012,Vermont Service Center,MECHANICAL ENGINEERING OCCUPATIONS,105,94
2012,Vermont Service Center,METALLURGY AND METALLURGICAL ENGINEERING OCCUPATIONS,102,81
2012,Vermont Service Center,MINING AND PETROLEUM ENGINEERING OCCUPATIONS,87,89
2012,Vermont Service Center,MINING INDUSTRY MANAGERS AND OFFICIALS,65,32
2012,Vermont Service Center,"MISC. PROFESSIONAL, TECHNICAL, & MANAGERIAL OCC.,N.E.C.",96,88
2012,Vermont Service Center,"MISCELLANEOUS MANAGERS AND OFFICIALS, N.E.C.",119,99
2012,Vermont Service Center,MUSEUM CURATORS AND RELATED OCCUPATIONS,81,121
2012,Vermont Service Center,NO CODE PROVIDED OR ILLEGIBLE,115,138
2012,Vermont Service Center,NUCLEAR ENGINEERING OCCUPATIONS,56,51
2012,Vermont Service Center,"OCC. IN ARCHITECTURE, ENGINEERING, & SURVEYING, N.E.C.",105,91
2012,Vermont Service Center,"OCC. IN PRESCHOOL, PRIMARY SCHOOL, & KINDERGARTEN EDUCATION",121,109
2012,Vermont Service Center,"OCCUPATIONS IN ADMINISTRATIVE SPECIALIZATIONS, N.E.C.",116,101
2012,Vermont Service Center,OCCUPATIONS IN AGRICULTURAL SCIENCES,130,98
2012,Vermont Service Center,OCCUPATIONS IN ANTHROPOLOGY,126,183
2012,Vermont Service Center,"OCCUPATIONS IN ART, N.E.C.",91,106
2012,Vermont Service Center,OCCUPATIONS IN ASTRONOMY,10,62
2012,Vermont Service Center,OCCUPATIONS IN ATHLETICS AND SPORTS,145,150
2012,Vermont Service Center,OCCUPATIONS IN BIOLOGICAL SCIENCES,113,92
2012,Vermont Service Center,OCCUPATIONS IN CHEMISTRY,107,86
2012,Vermont Service Center,OCCUPATIONS IN COLLEGE AND UNIVERSITY EDUCATION,135,138
2012,Vermont Service Center,OCCUPATIONS IN COMPUTER SYSTEM TECHNICAL SUPPORT,125,89
2012,Vermont Service Center,OCCUPATIONS IN COMPUTER SYSTEM USER SUPPORT,121,87
2012,Vermont Service Center,OCCUPATIONS IN DANCING,157,95
2012,Vermont Service Center,OCCUPATIONS IN DATA COMMUNICATIONS AND NETWORKS,119,104
2012,Vermont Service Center,OCCUPATIONS IN DRAMATICS,127,151
2012,Vermont Service Center,OCCUPATIONS IN ECONOMICS,101,100
2012,Vermont Service Center,OCCUPATIONS IN EDUCATION OF PERSONS WITH DISABILITIES,110,108
2012,Vermont Service Center,"OCCUPATIONS IN EDUCATION, N.E.C.",124,138
2012,Vermont Service Center,"OCCUPATIONS IN ENTERTAINMENT AND RECREATION, N.E.C.",124,96
2012,Vermont Service Center,OCCUPATIONS IN GEOLOGY,88,88
2012,Vermont Service Center,OCCUPATIONS IN HISTORY,152,
2012,Vermont Service Center,"OCCUPATIONS IN LAW AND JURISPRUDENCE, N.E.C.",107,108
2012,Vermont Service Center,"OCCUPATIONS IN LIFE SCIENCES, N.E.C.",91,96
2012,Vermont Service Center,OCCUPATIONS IN MATHEMATICS,112,100
2012,Vermont Service Center,"OCCUPATIONS IN MATHEMATICS AND PHYSICAL SCIENCES, N.E.C.",89,98
2012,Vermont Service Center,OCCUPATIONS IN MEDICAL AND DENTAL TECHNOLOGY,133,118
2012,Vermont Service Center,"OCCUPATIONS IN MEDICINE AND HEALTH, N.E.C.",135,121
2012,Vermont Service Center,OCCUPATIONS IN METEOROLOGY,49,81
2012,Vermont Service Center,"OCCUPATIONS IN MUSEUM, LIBRARY, & ARCHIVAL SCIENCES, N.E.C.",35,141
